"HouseholdBookID","ResidentID","Relationship"
"000000458","000000000973","offspring"
"000000459","000000000974","householder"
"000000459","000000000975","wife"
"000000459","000000000976","offspring"
"000000459","000000000977","offspring"
"000000460","000000000978","householder"
"000000460","000000000979","offspring"
"000000460","000000000980","offspring"
"000000461","000000000981","householder"
"000000461","000000000982","wife"
"000000461","000000000983","offspring"
"000000462","000000000984","householder"
"000000462","000000000985","offspring"
"000000463","000000000986","householder"
"000000464","000000000987","householder"
"000000465","000000000988","householder"
"000000466","000000000989","householder"
"000000466","000000000990","wife"
"000000466","000000000991","offspring"
"000000467","000000000992","householder"
"000000467","000000000993","offspring"
"000000468","000000000994","householder"
"000000468","000000000995","wife"
"000000468","000000000996","offspring"
"000000469","000000000997","householder"
"000000469","000000000998","offspring"
"000000469","000000000999","offspring"
"000000470","000000001000","householder"
"000000470","000000001001","wife"
"000000471","000000001002","householder"
"000000471","000000001003","offspring"
"000000471","000000001004","offspring"
"000000472","000000001005","householder"
"000000472","000000001006","wife"
"000000472","000000001007","offspring"
"000000473","000000001008","householder"
"000000473","000000001009","wife"
"000000473","000000001010","offspring"
"000000474","000000001011","householder"
"000000474","000000001012","wife"
"000000474","000000001013","offspring"
"000000475","000000001014","householder"
"000000475","000000001015","offspring"
"000000476","000000001016","householder"
"000000476","000000001017","offspring"
"000000477","000000001018","householder"
"000000477","000000001019","wife"
"000000478","000000001020","householder"
"000000478","000000001021","wife"
"000000479","000000001022","householder"
"000000479","000000001023","wife"
"000000479","000000001024","offspring"
